STRUCTURE_NUMBER_008,STRUCTURE_NUMBER_0082,Common St. Nos.,LAT_016,LONG_017,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071
6.20E+13,6.19503E+13,Unique,31075900,104011688,1,5,1,N,N,N,7,7,5,N,N,5,6
6.20E+13,6.19503E+13,Unique,31082256,104002806,1,5,1,N,N,N,6,7,5,N,N,5,6
6.20E+13,6.19503E+13,Unique,31083470,104000511,1,5,1,6,6,6,7,N,6,6,N,5,9
6.20E+13,6.19503E+13,Unique,31083243,104000736,1,5,1,7,6,5,7,N,5,6,N,5,9
6.20E+13,6.19503E+13,Unique,31104791,103571195,1,5,1,N,N,N,7,7,6,9,N,5,7
6.20E+13,6.19503E+13,Unique,31182624,103475117,1,5,1,N,N,N,7,6,6,7,N,5,7
6.20E+13,6.19503E+13,Unique,31204927,103432790,1,5,5,6,5,5,7,N,5,6,N,5,9
6.20E+13,6.19503E+13,Unique,31204867,103432761,1,5,5,7,6,6,7,N,6,6,N,5,9
6.20E+13,6.19503E+13,Unique,31214130,103411091,1,1,5,7,5,5,N,N,5,7,6,5,N
6.20E+13,061950AA0122001,Unique,31214069,103411064,1,1,5,7,6,6,N,N,6,7,6,5,N
6.20E+13,061950AA0135002,Unique,31104834,103571263,1,5,1,N,N,N,7,7,5,N,N,5,6
6.20E+13,061950AA0136001,Unique,31113653,103561640,1,5,1,N,N,N,7,7,5,N,N,5,6
6.20E+13,061950AA0183001,Unique,31172126,103493369,1,5,5,7,7,7,8,N,7,8,N,5,9
6.20E+13,061950AA0184001,Unique,31171920,103493441,1,5,5,6,7,7,7,N,7,8,N,5,9
6.20E+13,6.222E+13,Unique,31184245,103472239,1,1,5,8,6,7,N,N,6,9,7,5,N
6.20E+13,6.222E+13,Unique,31184044,103472303,1,1,5,7,7,7,N,N,7,9,7,5,N
6.20E+13,6.222E+13,Unique,31191637,103462456,1,5,5,7,7,7,7,N,7,7,N,5,9
6.20E+13,6.222E+13,Unique,31191426,103462687,1,5,5,8,7,6,7,N,6,7,N,5,9
6.20E+13,6.222E+13,Unique,31195804,103451372,1,5,1,N,N,N,7,7,5,N,N,5,6
6.20E+13,6.222E+13,Unique,31203306,103440593,1,5,1,N,N,N,7,7,5,N,N,5,6
