STRUCTURE_NUMBER_008,STRUCTURE_NUMBER_0082,Common St. Nos.,LAT_016,LONG_017,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071
121020AA2063018,,Unique,30035282,95244809,1,4,6,7,7,5,N,N,5,3,3,5,N
121020AA2063019,,Unique,30035387,95244667,1,4,6,7,7,6,N,N,6,3,4,5,N
121020AA2063020,,Unique,29583575,95350940,1,5,1,N,N,N,7,7,6,2,N,5,6
121020AA2063021,,Unique,29583769,95351682,1,5,5,7,6,6,6,N,6,2,N,5,6
121020AA2063022,,Unique,29583856,95351662,1,5,5,7,7,6,6,N,6,2,N,5,6
121020AA2087001,,Unique,29321233,95101362,1,5,5,7,8,7,7,N,7,4,N,5,9
121020AA2087002,,Unique,29321150,95101283,1,5,5,7,8,7,7,N,7,4,N,5,9
121020AA2103001,,Unique,29554666,95374333,1,5,5,7,7,6,6,N,6,2,N,5,8
121020AA2103002,,Unique,29561056,95374372,1,5,5,7,8,7,7,N,7,2,N,5,8
121020AA2103003,,Unique,29554527,95374325,1,5,5,7,7,7,7,N,7,2,N,5,8
121020AA2103004,,Unique,29560940,95374355,1,5,5,7,7,6,6,N,6,2,N,5,8
121020AA2106001,,Unique,29564168,95335011,1,5,5,7,7,7,7,N,6,2,N,5,6
121020AA2106002,,Unique,29564158,95335065,1,5,5,6,7,7,7,N,6,5,N,5,6
121020AA2108001,,Unique,29550328,95350482,1,5,5,7,7,7,6,N,6,2,N,5,6
121020AA2108002,,Unique,29550481,95350532,1,5,5,7,7,7,6,N,6,2,N,5,6
121020AA2108003,,Unique,29535148,95350372,1,5,5,7,7,7,7,N,7,2,N,5,6
121020AA2108004,,Unique,29535224,95350468,1,5,5,6,7,7,7,N,7,2,N,5,6
121020AA2108005,,Unique,29585729,95350911,1,5,5,7,6,7,6,N,6,2,N,5,6
121020AA2108006,,Unique,29585661,95350985,1,5,5,7,7,7,6,N,7,2,N,5,6
121020AA2108007,,Unique,29591553,95351709,1,5,5,7,7,7,6,N,6,2,N,5,6
121020AA2108008,,Unique,29591683,95351769,1,5,5,7,7,7,6,N,6,2,N,5,6
121020AA2110001,,Unique,29565401,95295307,1,5,5,7,6,7,8,N,6,2,N,5,6
121020AA2110002,,Unique,29581556,95294211,1,5,5,7,8,6,6,N,6,2,N,5,6
121020AA2110003,,Unique,29571941,95295391,1,5,5,7,7,7,8,N,7,2,N,5,6
121020AA2110004,,Unique,29581608,95294156,1,5,5,7,8,6,6,N,6,2,N,5,6
121020AA2110005,,Unique,29571991,95295365,1,5,5,7,7,6,8,N,6,2,N,5,6
121020AA2111001,,Unique,29594768,95361018,1,5,5,7,5,6,6,N,5,2,N,5,6
121020AA2111002,,Unique,29594793,95353692,1,5,5,7,7,7,7,N,6,2,N,5,6
121020AA2111003,,Unique,29594998,95340463,1,5,5,6,6,7,7,N,6,2,N,5,6
121020AA2111004,,Unique,30001195,95332120,1,5,5,7,6,6,7,N,6,2,N,5,6
121020AA2111005,,Unique,30004114,95322814,5,5,5,6,7,7,6,N,6,2,N,5,6
121020AA2111006,,Unique,30011755,95312193,1,5,1,5,5,5,6,N,5,5,N,5,6
121020AA2111007,,Unique,30014772,95302734,1,5,5,6,7,7,6,N,6,5,N,5,6
121020AA2111008,,Unique,30030022,95281528,1,5,5,7,7,6,6,N,6,2,N,5,6
121020AA2111009,,Unique,30030542,95280499,1,5,5,6,7,6,5,N,6,2,N,5,6
121020AA2111010,,Unique,30034447,95265537,1,5,1,N,N,N,7,7,6,5,N,5,6
121020AA2111011,,Unique,29595062,95340425,1,5,5,7,8,7,7,N,6,2,N,5,6
121020AA2111012,,Unique,30001259,95332068,1,5,5,7,7,7,7,N,6,2,N,5,6
121020AA2111013,,Unique,30042430,95245843,1,4,5,6,7,6,N,N,6,2,4,5,N
121020AA2111014,,Unique,30042533,95245680,1,4,5,6,7,6,N,N,6,2,4,5,N
121020AA2111015,,Unique,30040765,95254595,1,5,1,N,N,N,7,6,6,9,N,5,6
121020AA2112001,,Unique,30014091,95315188,1,5,5,7,7,6,7,N,6,2,N,5,6
121020AA2112002,,Unique,30003204,95304897,5,9,5,6,8,7,7,N,6,2,N,5,6
121020AA2112003,,Unique,30002199,95304190,5,5,5,6,7,5,5,N,5,2,N,5,6
121020AA2112004,,Unique,29562888,95274676,1,5,5,6,6,6,6,N,6,2,N,5,6
121020AA2112005,,Unique,29535824,95254984,1,5,5,6,6,7,7,N,6,2,N,5,6
121020AA2112006,,Unique,29535654,95254847,1,5,5,6,7,7,6,N,6,2,N,5,6
121020AA2112007,,Unique,29560828,95273074,1,5,1,N,N,N,6,6,6,N,N,5,6
121020AA2112008,,Unique,30002269,95304206,5,5,5,6,7,5,5,N,5,2,N,5,6
121020AA2112009,,Unique,30003280,95304912,5,9,5,6,7,7,7,N,6,2,N,5,6
121020AA2112010,,Unique,30014149,95315190,5,5,5,7,6,6,7,N,6,2,N,5,6
121020AA2113001,,Unique,29344885,95053238,1,5,4,6,6,6,6,N,6,2,N,4,7
121020AA2124001,,Unique,29540748,95245427,1,5,5,7,8,6,6,N,6,4,N,5,7
121020AA2126001,,Unique,29540850,95252175,1,5,5,6,8,6,6,N,6,4,N,5,7
121020AA2134001,,Unique,29541556,95252984,1,5,5,8,8,7,6,N,6,2,N,5,6
121020AA2178001,,Unique,29551561,95282448,1,5,1,6,6,6,7,N,6,3,N,4,6
121020AA2179001,,Unique,29551562,95281003,1,5,1,7,6,7,7,N,6,5,N,4,7
121020AA2186001,,Unique,29570041,95271533,1,5,5,7,7,7,6,N,6,2,N,5,6
121020AA2186002,,Unique,29570064,95271563,1,5,5,7,7,7,6,N,6,2,N,5,6
121020AA2186003,,Unique,29582294,95273508,5,5,5,7,8,7,6,N,7,2,N,5,9
121020AA2186004,,Unique,29582288,95273586,5,5,5,7,8,7,7,N,7,2,N,5,9
121020AA2229001,,Unique,29543126,95292418,1,5,5,7,8,7,6,N,6,4,N,5,7
121020AA2231001,,Unique,29541969,95283328,1,5,5,7,7,7,6,N,7,6,N,5,7
121020AA2235001,,Unique,29542759,95291478,1,5,5,6,6,7,7,N,6,4,N,5,7
121020AA2241001,,Unique,29453340,95140121,1,5,5,6,7,6,7,N,6,6,N,4,6
121020AA2282001,,Unique,29535658,95280702,1,5,5,6,8,7,6,N,6,4,N,5,6
121020AA2282002,,Unique,29535697,95301484,1,5,5,5,6,6,6,N,6,2,N,5,6
121020AA2283001,,Unique,29540930,95305919,1,5,5,7,8,7,7,N,6,2,N,5,6
121020AA2283002,,Unique,29540979,95305925,1,5,5,7,8,7,7,N,6,2,N,5,6
121020AA2288001,,Unique,29542553,95305851,1,5,1,N,N,N,7,7,6,5,N,5,7
121020AA2313001,,Unique,29390814,95014164,1,5,5,7,7,7,6,N,7,2,N,5,6
121020AA2313002,,Unique,29390889,95014067,1,5,5,7,7,7,6,N,7,2,N,5,6
121020AA2327001,,Unique,29550545,95300427,1,5,1,N,N,N,6,6,6,4,N,5,7
121020AA2337001,,Unique,29552677,95303300,1,5,1,N,N,N,7,7,6,5,N,5,7
121020AA2339001,,Unique,29551311,95302044,1,5,1,N,N,N,6,6,6,3,N,5,7
121020AA2354001,,Unique,29545383,95294533,1,5,1,6,6,6,8,N,6,2,N,4,6
121020AA2354003,,Unique,29545380,95294470,1,5,5,6,8,7,8,N,7,2,N,5,6
121020AA2380001,,Unique,29504524,95433387,1,5,1,N,N,N,7,7,6,N,N,5,7
121020AA2409001,,Unique,29524500,95290657,1,5,1,N,N,N,6,6,6,4,N,5,6
121020AA2430001,,Unique,29564632,95290157,1,5,5,7,7,7,8,N,6,2,N,5,6
121020AA2430002,,Unique,29564436,95290186,1,5,5,7,8,7,8,N,6,2,N,5,6
121020AA2430003,,Unique,29570118,95290014,1,5,5,7,7,7,8,N,6,2,N,5,6
121020AA2430004,,Unique,29565945,95290009,1,5,5,7,7,7,8,N,6,2,N,5,6
121020AA2430005,,Unique,29560647,95285909,1,5,5,6,8,7,8,N,7,2,N,5,6
121020AA2430006,,Unique,29560739,95290007,1,5,5,7,8,7,7,N,7,2,N,5,6
121020AA2430007,,Unique,29542450,95284857,1,5,5,6,6,6,7,N,6,2,N,5,6
121020AA2430008,,Unique,29542562,95284950,1,5,5,7,6,6,7,N,6,2,N,5,6
121020AA2430009,,Unique,29535047,95284814,1,5,5,7,7,6,6,N,6,2,N,5,6
121020AA2430010,,Unique,29535047,95284879,1,5,5,7,7,6,8,N,6,2,N,5,6
121020AA2445001,,Unique,29525730,95310262,1,5,5,7,6,6,6,N,6,5,N,4,7
121020AA2460001,,Unique,29531013,95255264,1,5,5,7,7,7,7,N,7,2,N,5,6
121020AA2460002,,Unique,29531061,95255267,1,5,5,7,8,7,7,N,6,6,N,4,6
121020AA2462001,,Unique,29531084,95323356,1,5,5,6,7,7,7,N,6,3,N,5,6
121020AA2476001,,Unique,29532692,95323929,1,5,5,7,7,7,7,N,6,3,N,5,7
121020AA2482001,,Unique,29534660,95320934,1,5,5,7,8,7,7,N,6,2,N,5,6
121020AA2482002,,Unique,29534586,95320949,1,5,5,6,7,7,7,N,6,2,N,5,6
121020AA2494001,,Unique,29525163,95320651,1,5,5,7,7,7,6,N,6,5,N,5,7
121020AA2505001,,Unique,29432236,94592247,5,5,5,7,7,7,6,N,7,7,N,5,9
121020AA2581001,,Unique,29462226,95450640,1,5,5,6,7,7,7,N,6,2,N,5,6
121020AA2581003,,Unique,29472926,95450735,1,5,5,6,7,6,6,N,6,2,N,5,7
121020AA2581004,,Unique,29472770,95450651,1,5,5,6,6,6,6,N,6,2,N,5,7
121020AA2581005,,Unique,29462051,95450566,1,5,5,7,7,6,7,N,6,2,N,5,6
121020AA2581008,,Unique,29593800,95441776,5,5,5,7,7,6,7,N,6,2,N,5,6
121020AA2581009,,Unique,29593821,95441837,5,5,5,7,7,6,7,N,6,2,N,5,6
121020AA2581010,,Unique,30013774,95445070,1,5,5,7,7,7,7,N,7,6,N,5,9
121020AA2581011,,Unique,30014318,95445366,1,9,5,7,7,7,7,N,7,6,N,5,9
121020AA2595001,,Unique,29463244,95440757,1,5,5,7,6,6,6,N,6,2,N,5,6
121020AA2595002,,Unique,29463257,95440825,1,5,5,7,8,7,7,N,6,2,N,5,6
121020AA2595003,,Unique,29462101,95440728,1,5,5,7,7,7,7,N,6,2,N,5,6
121020AA2595004,,Unique,29462099,95440793,1,5,5,7,8,7,7,N,6,2,N,5,6
121020AA2636002,,Unique,29400295,95080384,1,5,1,5,5,6,6,N,5,2,N,5,6
121020AA2636003,,Unique,29383004,95064935,1,5,5,6,6,6,7,N,6,2,N,5,6
121020AA2636004,,Unique,29382871,95065213,1,5,5,6,6,6,6,N,6,2,N,5,6
121020AA2636005,,Unique,29371556,95053337,1,5,5,6,7,6,6,N,6,2,N,5,6
121020AA2636006,,Unique,29371436,95053638,1,5,5,6,7,6,5,N,6,2,N,5,6
121020AA2636009,,Unique,29354717,95033949,1,5,1,N,N,N,6,7,6,N,N,5,6
121020AA2636122,,Unique,29364906,95050181,1,5,5,7,8,8,8,N,8,5,N,5,7
121020AA2636123,,Unique,29364752,95050418,1,5,5,8,8,8,8,N,8,5,N,5,7
121020AA2682001,,Unique,29481588,95431258,1,5,5,6,6,6,7,N,6,2,N,5,7
121020AA2682002,,Unique,29453327,95430474,1,5,5,7,8,6,7,N,6,2,N,5,6
121020AA2682003,,Unique,29453362,95430487,1,5,5,7,8,6,7,N,6,2,N,5,6
121020AA2682004,,Unique,29443139,95435231,1,5,5,7,8,7,6,N,6,2,N,5,6
121020AA2682005,,Unique,29443252,95435290,1,5,5,7,8,7,7,N,6,2,N,5,6
121020AA2682006,,Unique,29481778,95431395,1,5,5,6,7,7,6,N,7,2,N,5,9
121020AA2682007,,Unique,29571379,95421214,5,5,5,6,7,7,7,N,7,2,N,5,9
121020AA2682008,,Unique,29571360,95421143,5,5,5,7,8,6,6,N,6,2,N,5,9
121020AA2691001,,Unique,29430131,95124621,1,5,5,7,8,7,6,N,7,4,N,5,6
121020AA2691003,,Unique,29425272,95130685,1,5,5,7,8,7,7,N,7,4,N,5,6
121020AA2820001,,Unique,29434507,95375339,1,5,5,6,8,7,6,N,6,2,N,5,7
121020AA2820002,,Unique,29434582,95375340,1,5,5,7,8,7,6,N,6,2,N,5,7
121020AA2822001,,Unique,29425635,95391554,1,5,1,6,6,6,5,N,6,3,N,4,7
121020AA2831001,,Unique,29420574,95395013,1,5,1,5,5,6,7,N,5,2,N,4,7
121020AA2831002,,Unique,29420467,95394969,1,5,1,5,5,6,7,N,5,2,N,4,7
121020AA2831003,,Unique,29430370,95393792,1,5,5,7,8,7,7,N,6,2,N,5,9
121020AA2831004,,Unique,29430234,95393707,1,5,5,6,7,6,6,N,6,2,N,5,9
121020AA2836001,,Unique,29402673,95122842,1,5,1,6,6,7,6,N,6,2,N,4,6
121020AA2851001,,Unique,29421006,95391160,1,5,1,6,7,6,6,N,6,5,N,4,7
121020AA2924002,,Unique,29423927,95380420,1,5,1,N,N,N,7,6,6,N,N,5,7
121020AA2961002,,Unique,29395414,95115547,5,5,5,7,7,7,7,N,7,2,N,5,6
121020AA2961003,,Unique,29395622,95090134,1,5,1,N,N,N,6,6,5,N,N,5,6
121020AA2961004,,Unique,29395080,95081646,5,5,5,7,8,7,7,N,7,2,N,5,6
121020AA2962001,,Unique,29423605,95390720,1,5,5,7,7,8,7,N,7,4,N,5,9
121020AA2962003,,Unique,29424180,95380185,1,5,1,N,N,N,7,6,6,N,N,5,6
121020AA3013001,,Unique,29350076,95250164,1,5,5,6,7,7,7,N,7,5,N,5,6
121020AA3027001,,Unique,29334894,95111610,1,5,5,7,7,7,5,N,7,2,N,5,7
121020AA3130002,,Unique,29350417,95124885,1,5,5,6,6,6,7,N,6,3,N,5,6
121020AA3130003,,Unique,29350483,95124961,1,5,5,6,6,6,7,N,6,2,N,5,6
121020AA3130004,,Unique,29345463,95123783,1,5,5,6,8,7,7,N,7,2,N,5,7
121020AA3130005,,Unique,29345097,95123393,1,5,5,6,7,7,5,N,7,2,N,5,6
121020AA3130006,,Unique,29333531,95141083,1,5,5,7,7,7,7,N,7,2,N,5,9
121020AA3130007,,Unique,29341952,95133760,1,5,5,7,8,7,7,N,7,2,N,5,7
121020AA3130008,,Unique,29341910,95133714,1,5,5,7,8,7,7,N,7,2,N,5,9
121020AA3166001,,Unique,29321555,95091372,1,5,1,N,N,N,7,6,6,N,N,5,6
121020AA3166002,,Unique,29354654,95052873,1,5,5,6,6,6,7,N,6,2,N,5,6
121020AA3166003,,Unique,29354771,95052974,1,5,1,6,6,7,7,N,6,2,N,5,6
121020AA3166005,,Unique,29355138,95050477,1,5,5,7,6,7,7,N,6,2,N,4,6
121020AA3203001,,Unique,29324025,95104776,1,5,1,N,N,N,8,7,6,N,N,5,7
121020AA3265001,,Unique,29330116,95064156,1,5,5,7,8,7,7,N,7,4,N,5,8
121020AA3266001,,Unique,29325986,95065446,1,5,5,6,7,6,5,N,6,2,N,5,6
121020AA3268001,,Unique,29330301,95071287,1,5,5,7,8,7,7,N,7,2,N,5,7
121020AA3270001,,Unique,29371213,95011849,1,5,5,7,6,5,6,N,5,2,N,5,7
121020AA3270002,,Unique,29371171,95011875,1,5,5,7,7,6,6,N,6,2,N,5,7
121020AA3274001,,Unique,29361582,95023254,1,5,1,5,5,6,6,N,5,3,N,5,6
121020AA3300001,,Unique,29425636,94571267,1,5,1,5,5,5,6,N,5,4,N,5,7
121020AA3300002,,Unique,29420672,94563794,1,5,1,6,6,6,7,N,6,5,N,4,7
121020AA3309001,,Unique,29395694,95001267,1,5,5,6,7,7,6,N,6,2,N,5,7
121020AA3347001,,Unique,29461971,94554188,1,5,1,6,6,6,6,N,6,5,N,4,7
121020AA3353001,,Unique,29463854,94581799,1,5,5,7,8,7,6,N,6,2,N,5,7
121020AA3353002,,Unique,29465619,95000906,1,5,5,7,7,7,7,N,7,2,N,5,7
121020AA3362001,,Unique,29483925,94560197,1,5,5,7,8,7,7,N,6,5,N,5,7
121020AA3367010,,Unique,29573979,95123642,1,5,5,8,7,7,7,N,7,2,N,5,9
121020AA3367011,,Unique,29573966,95123549,1,5,5,8,7,8,7,N,7,2,N,5,9
121020AA3371001,,Unique,29461496,95000017,5,5,5,6,7,7,6,N,6,2,N,5,7
121020AA3371002,,Unique,29461549,94595998,5,5,5,6,7,5,6,N,5,2,N,5,7
121020AA3371003,,Unique,29461112,94581900,1,5,1,7,7,6,5,N,6,3,N,4,7
121020AA3371004,,Unique,29461064,94581902,1,5,1,7,7,6,5,N,6,2,N,4,7
121020AA3375001,,Unique,29491044,95012023,1,5,5,7,8,6,6,N,6,2,N,5,7
121020AA3375002,,Unique,29491137,95003616,1,5,5,7,8,8,7,N,6,5,N,5,7
121020AA3375003,,Unique,29491127,95003488,1,5,5,8,7,7,7,N,6,5,N,5,7
121020AA3375004,,Unique,29485164,94562092,1,5,1,N,N,N,7,7,6,5,N,5,9
121020AA3375005,,Unique,29465323,94562989,1,5,1,N,N,N,7,7,6,N,N,5,7
121020AA3377001,,Unique,29492897,94595520,1,5,5,8,7,7,6,N,6,3,N,5,7
121020AA3378002,,Unique,29500648,94571461,1,5,5,7,7,7,7,N,7,6,N,5,7
121020AA3382001,,Unique,29501115,94591487,1,5,5,8,7,7,7,N,6,4,N,4,6
121020AA3385002,,Unique,29484480,95004340,1,5,5,7,7,7,7,N,6,6,N,5,7
121020AA3401001,,Unique,29482529,95015553,1,5,5,8,7,7,6,N,6,2,N,4,7
121020AA3402001,,Unique,29483935,95010062,1,5,5,7,6,7,8,N,6,4,N,4,7
121020AA3402002,,Unique,29484805,95010073,1,5,5,7,7,6,7,N,6,2,N,5,7
121020AA3402003,,Unique,29495215,95002618,1,5,1,N,N,N,7,7,6,3,N,5,7
121020AA3462001,,Unique,29482581,95031581,1,5,5,7,8,7,6,N,6,5,N,5,7
121020AA3462002,,Unique,29482755,95014929,1,5,5,7,6,7,6,N,6,4,N,5,7
121020AA3487001,,Unique,29484057,95031266,1,5,5,7,7,6,6,N,6,5,N,5,7
121020AA3504001,,Unique,29490474,95025529,1,5,5,7,7,7,7,N,6,4,N,5,7
121020AA3534001,,Unique,29500295,95032784,1,5,1,7,7,6,7,N,6,6,N,4,7
121020AA3594001,,Unique,29520571,95033592,1,5,5,7,8,8,7,N,8,4,N,5,7
121020AA3594002,,Unique,29522028,95033884,1,5,5,7,7,6,7,N,6,4,N,5,6
121020AA3602001,,Unique,29521740,95033886,1,5,5,7,7,8,7,N,6,4,N,5,7
121020AA3603001,,Unique,29522747,95033979,1,5,5,7,7,8,7,N,6,4,N,5,6
121020AA3618001,,Unique,29543429,95041216,1,5,5,7,7,8,6,N,7,5,N,5,4
121020AA3626001,,Unique,29543802,95034124,1,5,5,7,7,7,5,N,7,5,N,5,7
121020AA3637001,,Unique,29544247,95032920,1,5,5,7,8,7,7,N,6,2,N,5,7
121020AA3650001,,Unique,29561766,95011929,1,5,5,7,7,7,7,N,6,7,N,5,7
121020AA3662001,,Unique,29594708,95013623,1,5,5,7,7,7,7,N,6,6,N,5,6
121020AA3666001,,Unique,30002231,95030404,1,5,5,8,8,7,7,N,6,5,N,5,7
121020AA3666002,,Unique,30002805,95030448,1,5,5,8,7,7,7,N,6,5,N,5,7
121020AA3667001,,Unique,29581090,95043739,1,5,5,5,7,6,6,N,6,5,N,5,4
121020AA3682001,,Unique,29565723,95045937,1,5,5,8,8,7,7,N,7,6,N,5,9
121020AA3691001,,Unique,29563514,95081523,1,5,5,7,7,7,6,N,6,5,N,5,7
121020AA3736001,,Unique,29590983,95061218,1,5,5,8,7,7,7,N,6,6,N,5,7
121020AA3774001,,Unique,30021908,95040812,1,5,5,7,8,7,8,N,6,2,N,5,7
121020AA3774002,,Unique,30021910,95030759,1,5,5,7,7,7,7,N,6,2,N,5,7
121020AA3778001,,Unique,30035967,95052468,1,5,1,N,N,N,6,6,6,N,N,5,7
121020AA3779001,,Unique,30042201,95053249,5,5,5,7,7,7,6,N,6,5,N,5,7
121020AA3785001,,Unique,29454351,95122251,1,5,3,6,6,7,7,N,6,2,N,5,7
121020AA3889002,,Unique,29442131,95124476,1,5,5,7,7,7,6,N,7,9,N,5,6
121020AA4000001,,Unique,29453566,95145013,1,5,7,7,6,6,6,N,6,4,N,3,6
121020AA4000002,,Unique,29452637,95144950,1,5,5,8,8,7,7,N,6,6,N,5,6
121020AA4000003,,Unique,29451618,95144260,1,5,5,7,8,7,8,N,6,6,N,5,6
121020AA4000004,,Unique,29450742,95143353,1,5,5,7,8,7,7,N,6,6,N,5,6
121020AA4000005,,Unique,29445659,95142558,1,5,5,7,7,7,8,N,6,6,N,5,6
121020AA4135001,,Unique,29571564,95160580,1,5,5,7,8,7,8,N,6,2,N,5,6
121020AA4135002,,Unique,29571524,95160533,1,5,5,7,7,7,8,N,6,2,N,5,6
121020AA4136001,,Unique,29595218,95090337,1,5,5,6,7,7,7,N,6,8,N,5,7
121020AA4168001,,Unique,29571518,95155891,1,5,5,7,8,7,7,N,6,2,N,5,6
121020AA4168002,,Unique,29531586,95152621,1,5,5,7,8,8,8,N,8,2,N,5,6
121020AA4168003,,Unique,29553934,95164185,1,5,5,7,8,7,8,N,7,4,N,5,8
121020AA4189001,,Unique,29551821,95100074,5,5,5,7,7,7,7,N,7,6,N,5,7
121020AA4190001,,Unique,29553378,95101937,5,5,5,7,7,8,7,N,7,6,N,5,7
121020AA4210001,,Unique,29531489,95162008,1,5,1,5,6,6,6,N,6,4,N,4,7
121020AA4262001,,Unique,29435760,95055269,1,5,5,6,7,7,7,N,7,4,N,5,7
121020AA4262002,,Unique,29432427,95064801,1,5,5,7,6,6,7,N,6,4,N,5,7
121020AA4271001,,Unique,29515972,95192204,1,5,1,N,N,N,7,7,6,5,N,5,8
121020AA4288001,,Unique,29521534,95191560,1,5,5,7,8,8,7,N,6,5,N,5,7
121020AA4301001,,Unique,29524064,95190853,1,5,5,7,8,8,8,N,6,5,N,5,7
121020AA4310001,,Unique,29550798,95180612,1,5,5,7,7,7,7,N,7,2,N,5,6
121020AA4310002,,Unique,29550792,95180702,1,5,5,7,7,7,7,N,7,2,N,5,6
121020AA4310003,,Unique,29541347,95180413,5,2,3,7,7,7,N,N,7,2,9,5,N
121020AA4310004,,Unique,29541540,95180613,5,2,3,7,7,7,N,N,7,2,8,5,N
121020AA4326001,,Unique,29555393,95173405,1,5,5,6,8,7,7,N,6,2,N,5,6
121020AA4326002,,Unique,29555005,95171537,1,5,5,7,7,6,4,N,6,4,N,5,6
121020AA4326003,,Unique,29555399,95173461,1,5,5,6,8,7,7,N,6,2,N,5,6
121020AA4351001,,Unique,29533134,95141417,1,5,5,7,7,7,6,N,7,2,N,5,9
121020AA4351002,,Unique,29534585,95131026,1,5,5,7,8,7,8,N,7,2,N,5,9
121020AA4351003,,Unique,29534673,95130923,1,5,5,7,8,7,8,N,7,2,N,5,9
121020AA4352001,,Unique,29551363,95095567,1,5,5,6,7,6,7,N,6,5,N,5,7
121020AA4353001,,Unique,29540512,95090933,1,5,3,5,4,7,7,N,4,5,N,5,9
121020AA4353002,,Unique,29533607,95111131,1,5,5,7,7,7,7,N,7,4,N,5,6
121020AA4353003,,Unique,29513582,95124061,1,5,5,6,7,6,6,N,6,2,N,5,7
121020AA4353004,,Unique,29505142,95125093,1,5,5,7,7,7,8,N,7,2,N,5,7
121020AA4353005,,Unique,29505156,95125008,1,5,5,7,6,6,7,N,6,2,N,5,7
121020AA4377001,,Unique,29501050,95130924,1,5,1,7,7,8,6,N,6,5,N,4,7
121020AA4389001,,Unique,29505229,95132588,1,5,5,7,8,7,7,N,6,2,N,4,7
121020AA4389002,,Unique,29513525,95132513,1,5,5,7,7,6,6,N,6,4,N,5,7
121020AA4417001,,Unique,29501971,95130187,1,5,1,N,N,N,6,7,6,4,N,5,6
121020AA4417002,,Unique,29501558,95135911,1,5,5,7,7,7,7,N,6,2,N,5,6
121020AA4468001,,Unique,29525941,95111212,1,5,5,5,7,6,8,N,6,2,N,5,6
121020AA4486001,,Unique,29530040,95094026,1,5,1,N,N,N,7,6,6,9,N,5,9
121020AA4508001,,Unique,29480765,95105603,1,5,5,6,7,8,7,N,7,3,N,5,9
121020AA4508002,,Unique,29480762,95105642,1,5,5,6,7,7,7,N,7,3,N,5,9
121020AA4508003,,Unique,29482994,95105664,1,5,1,7,7,7,7,N,6,4,N,5,6
121020AA4522001,,Unique,29514226,95075253,1,5,5,6,8,8,7,N,6,4,N,5,7
121020AA4531001,,Unique,29512689,95074590,1,5,1,6,6,6,6,N,6,5,N,5,6
121020AA4536001,,Unique,29511654,95074086,1,5,5,7,7,7,6,N,6,9,N,5,6
121020AA4536002,,Unique,29511656,95074176,1,5,1,N,N,N,7,6,6,N,N,5,7
121020AA4541001,,Unique,29481719,95124769,1,5,5,6,7,6,6,N,6,3,N,5,6
121020AA4541002,,Unique,29482222,95104869,1,5,5,6,7,7,6,N,6,2,N,5,9
121020AA4541003,,Unique,29482132,95112335,1,5,5,7,7,6,7,N,6,3,N,5,6
121020AA4541004,,Unique,29483540,95093276,1,5,5,6,7,7,6,N,6,2,N,5,6
121020AA4614001,,Unique,29481796,95113025,5,5,5,7,7,7,7,N,6,4,N,5,7
121020AA4642001,,Unique,29474502,95100278,1,5,5,7,7,7,8,N,7,3,N,5,7
121020AA4689001,,Unique,29472002,95075362,1,5,5,6,7,6,6,N,6,2,N,5,7
121020AA4689002,,Unique,29472619,95093175,1,5,1,6,6,6,7,N,6,3,N,5,7
121020AA4689003,,Unique,29472548,95093268,1,5,1,6,6,6,7,N,6,2,N,5,7
121020AA4689004,,Unique,29472079,95075313,1,5,5,6,8,7,7,N,6,2,N,5,7
121020AA4689005,,Unique,29473442,95112402,1,5,5,7,7,8,6,N,6,2,N,5,7
121020AA4689006,,Unique,29473404,95112473,1,5,5,7,7,7,6,N,6,2,N,5,7
121020AA4689007,,Unique,29472900,95121460,1,5,5,6,8,7,7,N,7,2,N,5,9
121020AA4689008,,Unique,29472705,95122371,1,5,5,6,8,7,6,N,7,2,N,5,9
121020AA4724001,,Unique,29465275,95091647,1,5,1,7,6,6,7,N,6,3,N,4,7
121020AA4745001,,Unique,29480059,95092411,1,5,1,5,6,7,6,N,6,3,N,4,7
121020AA4770001,,Unique,29464317,95075659,1,5,1,7,7,5,6,N,5,4,N,5,7
121020AA4770002,,Unique,29470311,95080212,1,5,1,6,6,6,6,N,6,4,N,5,7
121020AA4771001,,Unique,29465052,95075927,1,5,1,7,7,5,5,N,5,2,N,5,7
121020AA4786001,,Unique,29475031,95062360,1,5,5,8,7,5,7,N,5,4,N,5,7
121020AA4792001,,Unique,30024120,95305657,1,5,5,7,7,7,7,N,7,2,N,5,9
121020AA4792002,,Unique,30024183,95305769,1,5,5,7,7,8,7,N,7,2,N,5,9
121020AA4792003,,Unique,30021100,95302149,1,5,1,N,N,N,8,7,6,N,N,5,7
121020AA4812001,,Unique,29480579,95064787,1,5,2,7,7,6,6,N,6,6,N,4,7
121020AA4826001,,Unique,29452519,95072633,1,5,5,5,6,6,6,N,6,4,N,5,7
121020AA4850001,,Unique,29461568,95083758,1,5,1,5,5,5,6,N,5,4,N,5,7
121020AA4850002,,Unique,29461853,95075128,1,5,1,N,N,N,6,6,6,N,N,5,7
121020AA4850003,,Unique,29465629,95061289,1,5,5,7,8,7,6,N,6,5,N,4,7
